,program,content,start,end,start_s,end_s,duration_s
322779,5266924_001,et c'est des petits moments comme ça qui qui arrivent euh,0:43:41.800000,0:43:45.140000,2621.8,2625.14,3.3399999999996908
322780,5266924_001,par hasard entre guillemets alors vous étiez parti avec un objectif très clair quel objectif est pourquoi racontez nous pourquoi vous vouliez arrivé là alors euh c'est un endroit mon point d'arrivée c'est un endroit sous la nuit d'abord pleine qui se trouve tout au sud de l'australie c'est un endroit euh,0:43:45.140000,0:44:01.720000,2625.14,2641.72,16.579999999999927
322781,5266924_001,euh où je suis passé en deux mille et deux mille trois lorsque j'ai fait le tour l'australien qui est euh,0:44:01.720000,0:44:06.850000,2641.72,2646.85,5.130000000000109
322782,5266924_001,et je suis passé là il y avait un arbre au milieu de nulle part j'ai dormi sous étape et je lui ai dit darling avoué bah je vais revenir ne t'inquiète pas attends moi et quand euh la question se posait ou s'exiler arriver euh après trois ans de mars j' dit je devait exactement arriver dans mon petit arbre,0:44:07.020000,0:44:24.050000,2647.02,2664.05,17.0300000000002
322783,5266924_001,formidable merci à vous sarah marquise sauvage par nature,0:44:24.050000,0:44:27.480000,2664.05,2667.48,3.4299999999998363
322784,5266924_001,euh c'est votre livre le riz le livre où vous raconter toute cette aventure c'est assez formidable et même bluffant c'est publié chez michel lafon merci infiniment d'être venu sur notre plateau à et comme chaque mercredi ce rappel il reste encore un otage français retenu dans le monde,0:44:27.480000,0:44:44.150000,2667.48,2684.15,16.670000000000073
322785,5266924_001,il s'agit de serge lazarevic enlevés en novembre deux mille onze dans le nord du mali nous ne l'oublions pas,0:44:44.150000,0:44:50.680000,2684.15,2690.68,6.529999999999745
322786,5266924_001,c'est la fin de ce journal merci à vous de l'avoir suivi tout de suite la météo complète philippe verdier à vingt heures vous avez rendez vous avec david pujadas mais on se retrouve demain même lieu,0:44:50.680000,0:44:58.900000,2690.68,2698.9,8.220000000000255
322787,5266924_001,vous voulez,0:45:01.650000,0:45:04.580000,2701.65,2704.58,2.9299999999998363
322788,5266924_001,en,0:45:08.530000,0:45:10.240000,2708.53,2710.24,1.7099999999995816
322789,5266924_001,toute l' la continue sur le site et l'application france tv infos,0:45:11.970000,0:45:16.350000,2711.97,2716.35,4.380000000000109
333636,5269232_001,il est vingt heures bonsoir à tous voici les titres de l'actualité de ce vendredi à la une le bruit de la grande muette le ministre de la défense qui gronde et qui adresse un courrier à manuel valls afin de préserver les armées de nouvelles coupes budgétaires alors qui tranchera eh bien le président de la république on retrouvera javie wittenberg,0:00:05.910000,0:00:23.220000,5.91,23.22,17.31
333637,5269232_001,la chasse aux fraudeurs est ouverte l'état ici encore a besoin d'argent besoin d'économiser plus que jamais le fisc est à la recherche des tricheurs dix milliards d'euros c'est le montant récupérés en deux mille treize les contrôles en matière de prestations sociales sont également en hausse on fera le point avec jean paul chapelle,0:00:23.300000,0:00:38.420000,23.3,38.42,15.120000000000001
333638,5269232_001,dimanche les français votent mais plusieurs pays européens ont déjà entamé le scrutin on trouvera françois beaudonnet en direct de bruxelles questions ce soir sur les abstentionnistes potentiels qui sont ils réellement,0:00:38.480000,0:00:48.800000,38.48,48.8,10.32
333639,5269232_001,qui partiront visiter les grandes propriétés viticoles avant dans le bordelais elles ont décidé de faire appel aux stars du design et de l'architecture afin de concevoir leur chez les touristes sont en tout cas au rendez vous,0:00:48.830000,0:01:00.320000,48.83,60.32,11.490000000000002
333640,5269232_001,nous irons également à cannes avec la fin de l'histoire d'une petite robe qui a fait la montée des marches qui à rivaliser avec les grandes maisons de couture c'est l'histoire du jour et la chronique pascale deschamps,0:01:00.580000,0:01:10.630000,60.58,70.63,10.049999999999997
333641,5269232_001,enfin le rugby avec toulon qui va tenter demain de conquérir un nouveau sacre européen finale de la coupe d'europe avant celle du top quatorze match face aux saracens et c'est à suivre sur france deux,0:01:10.630000,0:01:22.830000,70.63,82.83,12.200000000000003
333642,5269232_001,voilà pour les titres bonsoir à tous et donc une partie de l'état major des armées qui a d'abord discrètement mais sûrement fait part de son inquiétude à son ministre de tutelle face aux aux éventuels coupes dans le budget de la défense jean-yves le drian qui a relayé tout cela dans un courrier à destination de me du premier ministre manuel valls,0:01:24.630000,0:01:41.490000,84.63,101.49,16.86
333643,5269232_001,qui lui a répondu aujourd'hui se voulant rassurant cependant ces économies nécessaires semble bel et bien être devenu un sujet de débat au sein du gouvernement franck génauzeau tatiana de aligot,0:01:41.490000,0:01:52.180000,101.49,112.18,10.690000000000012
333644,5269232_001,la guerre au mali l'intervention en centrafrique est désormais pour l'armée française une offensive politique et médiatique sur le territoire national,0:01:52.850000,0:02:02.060000,112.85,122.06,9.210000000000008
333645,5269232_001,un nouveau front qui s'est ouvert il y a dix jours dans le huis clos du siège de l'état major des armées les plus haut représentant de l'armée de l'air de terre et de la marine se met alors d'accord il démissionne rond si le gouvernement procède à de nouvelles coupes dans leur budget,0:02:02.500000,0:02:18.620000,122.5,138.62,16.120000000000005
333646,5269232_001,ces militaires ont un devoir de réserve ses donc jean-yves le drian ministre de la défense qui va se faire leur porte parole il écrit une lettre à manuel valls comme le révèle,0:02:18.780000,0:02:28.140000,138.78,148.14,9.359999999999985
333647,5269232_001,le figaro pour obtenir que les budgets militaires soient protégés ce matin son entourage a pris le relais pour appuyer cette démarche,0:02:28.140000,0:02:35.630000,148.14,155.63,7.490000000000009
333648,5269232_001,là on est arrivé on est arrivé à los comme on dit on est arrivé à los et là c'était plus possible ou alors on revoit les missions de la france,0:02:35.630000,0:02:41.980000,155.63,161.98,6.349999999999994
333649,5269232_001,engagé dans un programme d'économies depuis plusieurs années l'armée française a de plus en plus de mal à assumer ses missions,0:02:42.190000,0:02:48.780000,162.19,168.78,6.590000000000003
333650,5269232_001,véhicules hors d'âge hélico,0:02:48.820000,0:02:50.620000,168.82,170.62,1.8000000000000114
333651,5269232_001,terre parfois vieux de quarante ans,0:02:50.620000,0:02:52.550000,170.62,172.55,1.9300000000000068
333652,5269232_001,une armée diminuer affirment les spécialistes,0:02:52.660000,0:02:55.850000,172.66,175.85,3.1899999999999977
333653,5269232_001,les armées n'ont pas assez d'argent pour acheter des pièces de rechange,0:02:56.620000,0:02:59.810000,176.62,179.81,3.1899999999999977
333654,5269232_001,un avion sur deux ne peut pas décoller un bateau sur deux ne peut pas naviguer un véhicule sur deux de l'armée de terre ne peut pas avancer,0:02:59.890000,0:03:07.540000,179.89,187.54,7.650000000000006
333655,5269232_001,mais pour un gouvernement à la recherche de cinquante milliards d'économies serait tentant de piocher dans un des plus gros budgets et certains élus n'hésite pas à dire qu'il reste une marge de manoeuvre,0:03:07.540000,0:03:16.800000,187.54,196.8,9.26000000000002
333656,5269232_001,le nombre de militaires d'ailleurs disent on pourrait arrêter la dissuasion euh aérienne au niveau nucléaire ça nous ferait des économies significative,0:03:17.830000,0:03:26.280000,197.83,206.28,8.449999999999989
333657,5269232_001,pourraient euh réduire le budget militaire de trois milliards,0:03:26.370000,0:03:29.710000,206.37,209.71,3.3400000000000034
333658,5269232_001,dans l'après-midi manuel valls a finalement tenu à rassurer les militaires,0:03:29.850000,0:03:34.120000,209.85,214.12,4.27000000000001
333659,5269232_001,il n'y aura pas de remise en cause de la loi de programmation militaire,0:03:35.030000,0:03:39.990000,215.03,219.99,4.960000000000008
333660,5269232_001,euh vous savez les armées ont fait déjà beaucoup d'efforts depuis euh des années il en va encore une fois de la défense de notre pays,0:03:40.030000,0:03:49.720000,220.03,229.72,9.689999999999998
333661,5269232_001,face à cette pression inédite de l'état-major c'est au chef des armées françois hollande que reviendra la décision finale,0:03:49.850000,0:03:56.240000,229.85,236.24,6.390000000000015
333662,5269232_001,l'affaire est donc clairement politique et on va tout s'est retrouvé javie timber au palais de l'elysée beaucoup d'acteurs jeff beaucoup de discussions sur ces économies à trouver et un homme qui va donc devoir trancher c'est le président de la république,0:03:57,0:04:07.880000,237.0,247.88,10.879999999999995
333663,5269232_001,oui effectivement bonsoir laurent françois hollande est en première ligne et ce qu'il veut surtout soigner en ce moment c'est la communication sur tous ces sujets ultrasensibles ou des rumeurs vont bon train depuis déjà quelques jours sur d'éventuelles réduction de budget militaire,0:04:09.280000,0:04:21.110000,249.28,261.11,11.830000000000013
333664,5269232_001,et donc chaque phrase en actuellement et pesé et soupesé entre l'elysée matignon est ce que vient de dire manuel valls ce qu'on entendait dans le sujet je peux vous lire a été avalisé,0:04:21.110000,0:04:29.980000,261.11,269.98,8.870000000000005
333665,5269232_001,euh par l'elysée alors le message il est clair la loi de programmation militaire deux mille quatorze deux mille dix-neuf ne sera pas touché elle prévoit cent quatre vingt dix milliards d'euros de crédit en revanche sur la répartition d'année en année eh bien il y aura des discussions budgétaires et pour deux mille quinze françois hollande rendra ses à des arbitrages,0:04:29.980000,0:04:46.620000,269.98,286.62,16.639999999999986
333666,5269232_001,euh d'ici quelques jours ou quelques semaines ce qui est sûr c'est qu'il entend,0:04:46.620000,0:04:49.500000,286.62,289.5,2.8799999999999955
333667,5269232_001,l'impatience des états majors et pour reprendre une phrase d'un de ses conseillers ce soir françois hollande veut que cela se passe bien avec les militaires je le cite on verra ce que cela veut dire dans les faits,0:04:49.500000,0:04:58.550000,289.5,298.55,9.050000000000011
333668,5269232_001,merci de jeff alors cette éventualité de coupes dans le budget de l'armée n'inquiète pas uniquement l'état-major qui inquiet économiquement les industriels et les sous traitants concernés illustration de tout cela avec typhaine a de moines et céline marchand,0:04:58.550000,0:05:11.010000,298.55,311.01,12.45999999999998
333669,5269232_001,un concentré de technologie censé résister à tout type d'attaque terrestre,0:05:11.660000,0:05:16.260000,311.66,316.26,4.599999999999966
333670,5269232_001,le prix de vente de ce véhicule blindé des centaines de milliers d'euros,0:05:16.720000,0:05:20.800000,316.72,320.8,4.079999999999984
333671,5269232_001,si vous mettez une mine de dix kilos,0:05:20.800000,0:05:22.710000,320.8,322.71,1.9099999999999682
333672,5269232_001,euh les opérateurs placer sur ces sièges euh malgré les déformations qu'il peut y avoir n'auront sont protégés,0:05:22.760000,0:05:30.150000,322.76,330.15,7.389999999999986
333673,5269232_001,cette entreprise en produit près de deux cents par an et son premier client appelle l'armée française mais depuis quelques années ces commandes diminuent la défense à moins d'argent et ce chef d'entreprise s'inquiète,0:05:30.300000,0:05:41.550000,330.3,341.55,11.25
333674,5269232_001,pour lui tout le secteur est un point de rupture,0:05:41.690000,0:05:44.420000,341.69,344.42,2.730000000000018
333675,5269232_001,la rupture c'est l'abandon d'une technologie c'est la la fermeture de d'une pme qui est porteuse d'une techno euh innovante c'est euh la dépendance sur un secteur industriel dans un pays étranger c'est c'est c'est ceci la rupture,0:05:44.660000,0:05:58.620000,344.66,358.62,13.95999999999998
333676,5269232_001,ces difficultés donnent le tournis à toute une industrie de grands groupes comme petites sociétés sont impactés,0:05:58.620000,0:06:04.910000,358.62,364.91,6.2900000000000205
333677,5269232_001,cette pme c'est spécialisée dans la conception de stimulateur de tirs leur but entraîner virtuellement les soldats à manier leurs futurs tourelles de charles pour développer de tels programmes l'entreprise bénéficie de subventions de l'armée sans aide pas d'innovation et des postes menacés,0:06:05.290000,0:06:23.430000,365.29,383.43,18.139999999999986
333678,5269232_001,sur les quatre vingts emplois que nous avons créé depuis la création de ces sociétés en deux mille huit,0:06:23.920000,0:06:28.730000,383.92,388.73,4.810000000000002
333679,5269232_001,eh bien on risque d'en perdre un grand nombre puisque quatre vingt dix pour cent de notre chiffre d'affaires est lié aux affaires de défense donc quand la défense tous,0:06:28.950000,0:06:35.670000,388.95,395.67,6.720000000000027
333680,5269232_001,les grands groupes faisant rhume mais les pme,0:06:35.700000,0:06:38.110000,395.7,398.11,2.410000000000025
333681,5269232_001,certains industriels ont fait leurs calculs à plus grande échelle,0:06:38.480000,0:06:42.450000,398.48,402.45,3.9699999999999704
333682,5269232_001,pour l'industrie de défense un milliard ces six à dix mille emplois directs qui sont affectées si on réduit de un milliard on perd six à dix mille emplois en france,0:06:43.160000,0:06:53.780000,403.16,413.78,10.619999999999948
333683,5269232_001,les patrons en appellent à françois hollande et espère qu'il renoncera diminuer le budget de la défense,0:06:55.110000,0:07:00.420000,415.11,420.42,5.310000000000002
333684,5269232_001,de plus en plus violent les braqueurs de bijouterie ou encore de magasins d'achat et de revente d'or selon vous le savez la cible d'attaques en plein jour et en centre ville dernier exemple en date à paris hier matin il est neuf heures trente une voiture bélier défense la vitrine d'un petit magasin dans le marais ils se servent incendie leur véhicule et disparaissent,0:07:01.360000,0:07:19.870000,421.36,439.87,18.50999999999999
333685,5269232_001,alors comment stopper cette escalade comment rassurer le personnel de ces établissements certains espèrent avoir trouvé la solution hugo clément anne claire poignard et vincent piste,0:07:19.870000,0:07:29.670000,439.87,449.67,9.800000000000011
333686,5269232_001,ils ont agi en quelques minutes,0:07:30.590000,0:07:32.410000,450.59,452.41,1.82000000000005
333687,5269232_001,au coeur du quartier du marais à paris,0:07:32.560000,0:07:34.890000,452.56,454.89,2.329999999999984
333688,5269232_001,avec cette voiture les braqueurs ont brisé la vitrine d'un magasin d'achat d'or,0:07:35.650000,0:07:40.240000,455.65,460.24,4.590000000000032
333689,5269232_001,et de dérober un faible butin,0:07:41.860000,0:07:43.730000,461.86,463.73,1.8700000000000045
333690,5269232_001,c'était une voiture qui s'est mis à reculer dans la dans la rue et qui a foncé dans la vitrine et ensuite de trois de trois euh de trois mecs en en moto se sont abc ont foutu le feu euh le le feu dans cette phase à cette voiture je pense que c'était quand même bien préparés ils avaient bloqué la rue au début pour éviter qu'il y ait des voitures,0:07:49.290000,0:08:06.970000,469.29,486.97,17.680000000000007
333691,5269232_001,cette attaque à la voiture bélier en rappelle une autre là encore dans un quartier chic de paris près de l'opéra c'était le cinq mai dernier mais cette fois les malfaiteurs n'avait pas réussi à pénétrer dans cette bijouterie,0:08:07.220000,0:08:18,487.22,498.0,10.779999999999973
333692,5269232_001,depuis quelques mois dans la capitale les braquages sont moins nombreux mais de plus en plus violent,0:08:19.030000,0:08:24.140000,499.03,504.14,5.110000000000014
333693,5269232_001,début mai cette bijoutière et ligoté et menacée avec,0:08:24.380000,0:08:28.040000,504.38,508.04,3.660000000000025
333694,5269232_001,une c'était deux menaces euh qui vous bouseuses boutures mais après c'était tout va bien se passer tout va bien se passer mais à côté de faillite nous tuer,0:08:28.040000,0:08:35.140000,508.04,515.14,7.099999999999966
333695,5269232_001,en mars c'est le magasin de luxe colette qui est la cible de deux hommes armés de fusils à pompe et de h ils retiennent cette personne en otage avant de prendre la fuite avec six cent mille euros de butin,0:08:35.210000,0:08:45.900000,515.21,525.9,10.68999999999994
333696,5269232_001,alors face à ces attaques spectaculaires les commerçants innovent pour se protéger,0:08:46.870000,0:08:51.280000,526.87,531.28,4.409999999999968
333697,5269232_001,comme dans ce centre commercial situé dans les quartiers nord de marseille,0:08:51.890000,0:08:55.300000,531.89,535.3,3.409999999999968
333698,5269232_001,ici des portiques sont installés à chaque entrée en cas de braquage il projette sur les malfaiteurs un liquide invisible et inodore mais indélébile est chargé d'adn,0:08:55.510000,0:09:05.960000,535.51,545.96,10.450000000000045
333699,5269232_001,comme le montre cette démonstration il suffit ensuite d'une lampe à ultraviolets pour confondre le braqueur,0:09:06.260000,0:09:11.950000,546.26,551.95,5.690000000000055
333700,5269232_001,ce dispositif semble dissuasif,0:09:12.300000,0:09:14.490000,552.3,554.49,2.1900000000000546
333701,5269232_001,depuis son installation en janvier dernier ce centre commercial n'a subi aucune attaque,0:09:14.510000,0:09:19.210000,554.51,559.21,4.7000000000000455
333702,5269232_001,alors qu'il était auparavant braqué trois ou quatre fois par an,0:09:19.230000,0:09:22.560000,559.23,562.56,3.3299999999999272
333703,5269232_001,je vous le disais en titre la chasse aux fraudeurs est ouvert que les pouvoirs publics entendent élargir les contrôles premier coup de projecteur ce soir avec vous jean paul chapel avec les chiffres concernant les les fraudes aux prestations sociales pour l'année deux mille treize,0:09:23.580000,0:09:35.570000,563.58,575.57,11.990000000000009
333704,5269232_001,oui ils auront parmi eux les fraudes détectées et sanctionné il y a d'abord celle concernant le rsa le revenu de solidarité active cinquante cinq pour cent de l'ensemble des fraudes les allocations les aides au logement et puis les allocations familiales alors,0:09:35.570000,0:09:50.690000,575.57,590.69,15.120000000000005
333705,5269232_001,quelles sont les techniques utilisées euh par les fraudeurs et bien dans soixante dix pour cent des cas les ressources déclarées sont sous estimé pour toucher plus d'allocations ou bien on dissimule un concubinage pour toucher une aide pour parents isolés plus rare l'usage de faux documents,0:09:50.690000,0:10:07.250000,590.69,607.25,16.559999999999945
333706,5269232_001,alors jean paul est ce que la lutte aujourd'hui contre la fraude et et plus efficace,0:10:07.250000,0:10:11.170000,607.25,611.17,3.919999999999959
333707,5269232_001,oui euh l'an dernier euh les caisses d'allocations ont détecté euh est sanctionné vingt et un mille cas de fraude soit seize pour cent de plus ça ne veut pas dire qu'il y a plus de fraude ça veut dire que la lutte,0:10:11.170000,0:10:21.720000,611.17,621.72,10.550000000000068
333708,5269232_001,et plus efficace par exemple les fichiers informatiques permettent aujourd'hui de comparer les déclarations euh faites aux impôts avec celle euh de pôle emploi euh entre autres,0:10:21.720000,0:10:30.960000,621.72,630.96,9.240000000000009
333709,5269232_001,cent quarante et un millions d'euros bah c'est le montant de ces fraudes identifiées par définition de la fraude n'est pas toujours détecté au total les prestations perçues de manière indue sont estimés à trois virgule cinq milliards d'euros il y a encore du chemin à faire,0:10:30.960000,0:10:44.690000,630.96,644.69,13.730000000000018
333710,5269232_001,merci jean paul autre domaine avec la lutte contre la fraude fiscale qui a rapporté dix milliards d'euros à l'état l'an dernier et le gouvernement n'entend pas en rester là hier le,0:10:44.690000,0:10:53.660000,644.69,653.66,8.969999999999914
333711,5269232_001,la ministre de la justice christiane taubira et celui des finances michel sapin ont signé une circulaire détaillant le nouvel arsenal pénal à la disposition des magistrats pour le mettre en oeuvre il faut avant tout mettre la main sur les contrevenants et pour cela une brigade dispose de pouvoirs de plus en plus important,0:10:53.660000,0:11:12.490000,653.66,672.49,18.83000000000004
333712,5269232_001,enquête signée audrey goutard et arnaud jacques,0:11:12.490000,0:11:14.870000,672.49,674.87,2.3799999999999955
333713,5269232_001,il fait encore nuit dans ce quartier chic de paris la brigade fiscale débarque par surprise chez un homme d'affaires,0:11:15.470000,0:11:21.700000,675.47,681.7,6.230000000000018
333714,5269232_001,on a mis toutes les choses côté devrait être donc vérifier on oui en fait des repérages euh,0:11:21.700000,0:11:27.640000,681.7,687.64,5.939999999999941
333715,5269232_001,avec un tel suspect au carnet d'adresses bien étoffé pas question de risquer le moindre incident de procédure notre caméra restent à l'extérieur monsieur bonjour pôle judiciaire,0:11:27.640000,0:11:37.390000,687.64,697.39,9.75
333716,5269232_001,on va rentrer chez vous avec mon équipe,0:11:40.280000,0:11:42.390000,700.28,702.39,2.1100000000000136
333717,5269232_001,vous pouvez nous allume le salon vous expliquer un petit peu hein,0:11:45.330000,0:11:48.040000,705.33,708.04,2.7099999999999227
333718,5269232_001,bon donc on a une enquête qui vous concerne vous concernant monsieur et madame pour fraude fiscale,0:11:52.190000,0:11:58.350000,712.19,718.35,6.159999999999968
333719,5269232_001,bon on va faire sa proprement je vous rassure,0:12:01.880000,0:12:03.750000,721.88,723.75,1.8700000000000045
333720,5269232_001,je savais que alors ça commence rarement quand ça finit comme les travaux oui,0:12:08.950000,0:12:12.290000,728.95,732.29,3.339999999999918
333721,5269232_001,le commissaire rejoint maintenant ces hommes qui de leur côté perquisitionne les bureaux du suspect,0:12:12.920000,0:12:18.950000,732.92,738.95,6.030000000000086
333722,5269232_001,c'est pourrait dire un homme d'affaires entre travail donc dedans,0:12:18.950000,0:12:22.120000,738.95,742.12,3.169999999999959
333723,5269232_001,il y a des sociétés dans l'immobilier beaucoup et qui est également euh dont la la prestation de conseil ce soir,0:12:22.390000,0:12:29.790000,742.39,749.79,7.399999999999977
333724,5269232_001,officiellement ce dernier dirige une quinzaine de société des entreprises florissantes,0:12:30.890000,0:12:36.180000,750.89,756.18,5.289999999999964
333725,5269232_001,mais étrangement discret pas d'enseignes ni de plaques,0:12:36.210000,0:12:40.480000,756.21,760.48,4.269999999999982
333726,5269232_001,pas de secrétariat pas de bureau pour le président,0:12:40.810000,0:12:43.950000,760.81,763.95,3.1400000000001
333727,5269232_001,mais des papiers et des ordinateurs exactement ce que recherche les enquêteurs,0:12:44.040000,0:12:48.820000,764.04,768.82,4.780000000000086
333728,5269232_001,bon mais je suis en de euh je vous dis que ferait un disque dur de manière à ce qu'on puisse les yeux,0:12:49.990000,0:12:55.640000,769.99,775.64,5.649999999999977
333729,5269232_001,cette perquisition va durer près de cinq heures toujours coincés chez lui est entouré de policiers le suspect tentent d'obtenir quelques informations,0:12:56.490000,0:13:04.610000,776.49,784.61,8.120000000000005
333730,5269232_001,par rapport à été dans non voilà,0:13:08.490000,0:13:12.470000,788.49,792.47,3.980000000000018
333731,5269232_001,vous avez des comptes en suisse je sais pas le fond ensuite,0:13:13.030000,0:13:15.480000,793.03,795.48,2.4500000000000455
333732,5269232_001,dans ses valises les sacs des liasses de dossiers saisis et danser pochette quelques éléments sélectionnés spécialement pour deux fonctionnaires un agent du pont,0:13:19.150000,0:13:28.610000,799.15,808.61,9.460000000000036
333733,5269232_001,concrètement c'est surtout euh des documents euh bancaire euh des factures aussi qui peuvent montrer il peut y avoir des transferts de fonds indu,0:13:28.610000,0:13:38.090000,808.61,818.09,9.480000000000018
333734,5269232_001,ici fisc police travaillent en stand c'est la particularité de la brigade,0:13:38.090000,0:13:42.140000,818.09,822.14,4.0499999999999545
333735,5269232_001,ça permet d'aller plus vite ça permet d'aller plus loin ça permet aussi de taper plus fort,0:13:42.140000,0:13:47.280000,822.14,827.28,5.139999999999986
333736,5269232_001,et de traiter les dossiers les plus délicats les plus politique aussi l'ancien ministre du budget jérôme cahuzac,0:13:47.280000,0:13:53.840000,827.28,833.84,6.560000000000059
333737,5269232_001,ou encore l'homme d'affaires ziad takieddine ont passé de nombreuses heures dans ces locaux depuis notre tournage le chef d'entreprise interpellé a subi un redressement fiscal de plus d'un million d'euros une grande partie de ses biens ont été saisis comme la plupart des fraudeurs du fisc il avait investi dans des petits objets très cher,0:13:53.910000,0:14:13.260000,833.91,853.26,19.350000000000023
333738,5269232_001,en disant quand nous ne connaissions nous amende on peut avoir effectivement sur un petit objet comme ça cinquante mille euros passe plus facilement les frontières aussi,0:14:13.790000,0:14:23.330000,853.79,863.33,9.540000000000077
333739,5269232_001,tous est bien reviennent à l'état tous y compris ce chèque de près de quatre millions d'euros,0:14:23.330000,0:14:28.670000,863.33,868.67,5.339999999999918
333740,5269232_001,depuis l'affaire cahuzac les effectifs de la brigade ont doublé mais les policiers le savent leur action est une goutte d'eau dans l'univers de la fraude fiscale,0:14:28.670000,0:14:35.730000,868.67,875.73,7.060000000000059
333741,5269232_001,les élections européennes ont déjà commencé dans plusieurs pays de l'union on va prendre la direction se sort de bruxelles bonsoir françois beaudonnet en france on vote dimanche mais les irlandais les tchèques ou encore les néerlandais ont déjà pris la direction des urnes,0:14:36.310000,0:14:49.640000,876.31,889.64,13.330000000000041
333742,5269232_001,oui en effet bonsoir laurence ce soir au moment où nous parlons eh bien quatre vingt huit millions d'européens ont déjà voté ou se sont abstenus inciter selon c'est à dire un électeur européen sur six parce que ce scrutin est étalé sur quatre jours,0:14:49.640000,0:15:03.320000,889.64,903.32,13.680000000000064
333743,5269232_001,et les résultats ne seront données que quand tout le monde aura fini de voter c'est à dire dimanche à vingt trois h alors hier ce sont les néerlandais et les britanniques qui ont ouvert le bal dans ces deux pays on se rend aux urnes traditionnellement semaine aujourd'hui les irlandais les tchèques ont choisi leur député européen demain samedi ce sera malte la slovaquie puis aussi des français,0:15:03.320000,0:15:21.830000,903.32,921.83,18.50999999999999
333744,5269232_001,puisque les bureaux de vote seront ouverts en guadeloupe martinique guyane et polynésie française et dimanche les français de métropole ventre au maroc en même temps que vingt autres pays d'europe dont l'allemagne le portugal ou l'autriche par exemple ce scrutin est donc bien à l'échelle de l'europe mais ils respectent aussi les particularismes de chaque pays,0:15:21.830000,0:15:40.130000,921.83,940.13,18.299999999999955
333745,5269232_001,merci françois en france près de quarante six millions d'électeurs sont donc appelés aux urnes avec lui circonscription qui divise le pays le risque est l'un des enjeux de cette élection euh c'est bien sûr l'abstention elle était déjà en deux mille neuf regardez de plus de cinquante neuf pour cent alors qui sont ces hommes et ces femmes qui n'entendent pas s'exprimer,0:15:40.130000,0:15:56.780000,940.13,956.78,16.649999999999977
333746,5269232_001,à chacun sa raison décryptage liliane cognant alexis jacquet,0:15:56.780000,0:16:00.490000,956.78,960.49,3.7100000000000364
333747,5269232_001,il n'y a jamais eu autant de candidats pour une élection européenne et pourtant les français semblent se désintéresser de plus en plus de ce scrutin,0:16:01.350000,0:16:09.310000,961.35,969.31,7.959999999999923
333748,5269232_001,parmi les futurs abstentionnistes il y a ceux qui ne se sont,0:16:09.340000,0:16:12.260000,969.34,972.26,2.919999999999959
333749,5269232_001,pas concerné je pense j'et j'ai pas être mis au courant que simplement,0:16:12.260000,0:16:17.110000,972.26,977.11,4.850000000000023
333750,5269232_001,je suis totalement oublié et du coup j'ai pas été euh,0:16:17.110000,0:16:19.830000,977.11,979.83,2.7200000000000273
333751,5269232_001,et ceux qui renoncent en toute connaissance de cause rappelons aux termes de moins en moins concernés,0:16:21.430000,0:16:26.040000,981.43,986.04,4.610000000000014
333752,5269232_001,c'est trop loin de long je vois,0:16:27.600000,0:16:29.150000,987.6,989.15,1.5499999999999545
333753,5269232_001,pour les intérêts de tous ça changera pas grand chose,0:16:29.150000,0:16:32.230000,989.15,992.23,3.080000000000041
333754,5269232_001,une désillusion qui explique les records d'abstention à chaque scrutin européen,0:16:32.230000,0:16:36.250000,992.23,996.25,4.019999999999982
333755,5269232_001,on ne sait pas très bien s'il faut aller voter par rapport à des enjeux européens qui ne sont pas toujours bien expliqué et ou bien compris par les français on ne sait pas si c'est par rapport à des enjeux purement nationaux pour aller sanctionner ou soutenir le pouvoir en place et tout cela brouille la mécanique de mobilisation,0:16:36.250000,0:16:53.030000,996.25,1013.03,16.779999999999973
333756,5269232_001,mais certains sont tout de même déterminés à faire entendre leur voix l'europe se construit à plusieurs et on en fait partie donc je pense pourtant donner son opinion pour faire changer les choses surtout sur le plan social,0:16:53.030000,0:17:02.520000,1013.03,1022.52,9.490000000000009
333757,5269232_001,on est dans un monde globalisé que l'europe est le seul rempart pour euh nous défendre et que ce sera reste magnifique,0:17:02.520000,0:17:09.230000,1022.52,1029.23,6.710000000000036
333758,5269232_001,projet commun un projet commun dont beaucoup de français aurait du mal à percevoir l'utilité et pour,0:17:09.230000,0:17:14.110000,1029.23,1034.11,4.879999999999882
333759,5269232_001,tant que le parlement européen euh aujourd'hui a réellement du pouvoir il va pouvoir dire en particulier son mot euh dans le choix du président de la commission européenne euh il a son mot à dire dans la production des textes de loi,0:17:14.110000,0:17:29.500000,1034.11,1049.5,15.3900000000001
333760,5269232_001,dans certains pays européens ont décidé de faire campagne contre l'abstention au danemark par exemple avec cette méthode,0:17:29.500000,0:17:38.350000,1049.5,1058.35,8.849999999999909
333761,5269232_001,et pour ceux qui hésitent encore aujourd'hui france tv infos vous propose un cuisant quelques questions illouz aiguille euh,0:17:39.930000,0:17:46.130000,1059.93,1066.13,6.2000000000000455
333762,5269232_001,mais le programme qui correspond le mieux c'est la boussole de france tv infos à découvrir sur notre site internet et puis je vous donne rendez rendez-vous dimanche soir dès dix neuf heures quarante cinq pour la grande soirée européenne avec david pujadas nathalie saint cricq et de nombreux invités politiques mais aussi de la société civile les premières estimations,0:17:46.400000,0:18:02.670000,1066.4,1082.67,16.269999999999982
